,city,trips_in_first_30_days,signup_date,last_trip_date,weekday_pct,avg_dist,months_with_company
30831,King's Landing,2,2014-01-29,2014-06-27,75.0,3.12,4
30832,Winterfell,1,2014-01-12,2014-02-07,100.0,3.75,0
30833,Astapor,0,2014-01-01,2014-05-03,77.8,3.36,4
30834,King's Landing,0,2014-01-29,2014-03-06,100.0,4.2,1
30835,Winterfell,2,2014-01-08,2014-06-13,100.0,4.01,5
30836,Astapor,0,2014-01-10,2014-06-09,33.3,3.3,4
30837,Winterfell,0,2014-01-02,2014-05-18,40.0,2.83,4
30838,King's Landing,0,2014-01-04,2014-06-20,100.0,14.38,5
30839,Winterfell,8,2014-01-06,2014-06-30,66.2,5.64,5
30840,King's Landing,0,2014-01-08,2014-03-29,50.0,1.76,2
30841,King's Landing,1,2014-01-18,2014-02-24,50.0,2.47,1
30842,Winterfell,0,2014-01-07,2014-05-04,33.3,0.89,3
30843,Winterfell,14,2014-01-13,2014-06-28,85.0,6.07,5
30844,King's Landing,0,2014-01-16,2014-06-27,100.0,16.47,5
30845,Astapor,2,2014-01-29,2014-03-06,33.3,2.32,1
30846,Winterfell,1,2014-01-06,2014-04-09,75.0,6.23,3
30847,Winterfell,1,2014-01-20,2014-02-08,100.0,5.23,0
30848,Winterfell,2,2014-01-25,2014-02-21,50.0,14.11,0
30849,Astapor,1,2014-01-19,2014-02-16,0.0,3.72,0
30850,Winterfell,3,2014-01-25,2014-06-15,20.0,2.94,4
30851,Winterfell,2,2014-01-14,2014-05-29,60.0,2.92,4
30852,Winterfell,1,2014-01-07,2014-02-17,100.0,16.31,1
30853,Winterfell,6,2014-01-24,2014-06-23,65.9,4.1,4
30854,Winterfell,0,2014-01-25,2014-06-21,33.3,2.52,4
30855,Astapor,0,2014-01-01,2014-06-29,66.7,3.8,5
30856,Winterfell,1,2014-01-23,2014-01-24,100.0,0.37,0
30857,Winterfell,0,2014-01-17,2014-05-23,100.0,15.4,4
30858,Astapor,2,2014-01-07,2014-04-27,33.3,3.81,3
30859,King's Landing,2,2014-01-06,2014-06-03,100.0,3.23,4
30860,Winterfell,0,2014-01-20,2014-05-05,66.7,1.42,3
30861,Winterfell,2,2014-01-07,2014-03-22,50.0,5.97,2
30862,Winterfell,1,2014-01-02,2014-06-02,0.0,0.0,4
30863,Astapor,2,2014-01-25,2014-01-26,0.0,1.85,0
30864,Winterfell,1,2014-01-24,2014-02-12,100.0,20.84,0
30865,Winterfell,0,2014-01-23,2014-03-19,100.0,16.57,1
30866,Astapor,2,2014-01-29,2014-05-26,50.0,5.98,3
30867,Winterfell,1,2014-01-10,2014-01-10,100.0,1.8,0
30868,Astapor,2,2014-01-25,2014-06-27,50.0,3.11,5
30869,Winterfell,0,2014-01-26,2014-06-28,55.0,2.91,5
30870,Astapor,1,2014-01-22,2014-01-22,100.0,1.8,0
30871,Winterfell,1,2014-01-24,2014-01-28,100.0,23.58,0
30872,Astapor,1,2014-01-10,2014-01-10,100.0,1.68,0
30873,Winterfell,2,2014-01-26,2014-01-27,0.0,3.35,0
30874,Astapor,1,2014-01-05,2014-01-10,100.0,2.0,0
30875,Astapor,0,2014-01-31,2014-06-06,60.0,4.0,4
30876,Astapor,3,2014-01-11,2014-03-22,0.0,5.64,2
30877,Astapor,4,2014-01-24,2014-05-10,81.8,1.54,3
30878,Astapor,0,2014-01-13,2014-06-20,100.0,14.34,5
30879,Astapor,0,2014-01-25,2014-05-03,0.0,3.93,3
30880,Astapor,0,2014-01-18,2014-04-07,0.0,2.28,2
30881,King's Landing,10,2014-01-17,2014-06-30,76.9,1.73,5
30882,Winterfell,3,2014-01-05,2014-04-27,75.0,6.61,3
30883,Astapor,1,2014-01-13,2014-03-20,100.0,14.48,2
30884,Winterfell,0,2014-01-14,2014-02-19,100.0,3.43,1
30885,King's Landing,15,2014-01-06,2014-04-29,95.9,1.44,3
30886,Astapor,1,2014-01-20,2014-01-21,100.0,13.88,0
30887,Winterfell,0,2014-01-28,2014-04-26,75.0,10.4,2
30888,Winterfell,0,2014-01-25,2014-05-07,100.0,6.24,3
30889,Winterfell,1,2014-01-06,2014-01-17,100.0,2.5,0
30890,Winterfell,0,2014-01-01,2014-03-03,100.0,7.89,2
30891,Winterfell,11,2014-01-24,2014-06-13,78.9,2.01,4
30892,Astapor,1,2014-01-25,2014-04-21,50.0,6.53,2
30893,Winterfell,1,2014-01-24,2014-04-04,100.0,7.11,2
30894,Winterfell,1,2014-01-16,2014-01-17,100.0,1.29,0
30895,Winterfell,0,2014-01-12,2014-03-19,100.0,13.96,2
30896,Astapor,1,2014-01-28,2014-01-31,100.0,5.78,0
30897,King's Landing,4,2014-01-31,2014-06-27,55.6,2.99,4
30898,King's Landing,0,2014-01-07,2014-03-26,100.0,8.93,2
30899,Winterfell,0,2014-01-20,2014-03-16,0.0,3.07,1
30900,Winterfell,6,2014-01-07,2014-04-15,41.7,1.33,3
30901,Winterfell,1,2014-01-06,2014-03-07,66.7,1.13,1
30902,Winterfell,0,2014-01-30,2014-06-25,71.4,2.69,4
30903,Astapor,0,2014-01-26,2014-05-25,0.0,26.53,3
30904,Winterfell,0,2014-01-24,2014-04-25,50.0,6.58,2
30905,Winterfell,0,2014-01-12,2014-06-09,28.6,6.27,4
30906,Winterfell,2,2014-01-17,2014-01-18,100.0,17.7,0
30907,Winterfell,1,2014-01-10,2014-01-12,0.0,1.33,0
30908,Winterfell,2,2014-01-18,2014-06-22,0.0,5.75,5
30909,Winterfell,1,2014-01-13,2014-05-10,66.7,2.58,3
30910,Astapor,0,2014-01-08,2014-04-20,0.0,1.41,3
30911,Winterfell,0,2014-01-03,2014-06-08,0.0,6.45,5
30912,Winterfell,1,2014-01-23,2014-02-28,66.7,7.43,1
30913,Winterfell,2,2014-01-15,2014-01-19,50.0,3.41,0
30914,Winterfell,1,2014-01-10,2014-04-27,66.7,7.56,3
30915,Winterfell,1,2014-01-26,2014-02-03,100.0,4.61,0
30916,King's Landing,1,2014-01-15,2014-06-12,100.0,7.28,4
30917,Winterfell,1,2014-01-06,2014-06-20,46.7,4.77,5
30918,King's Landing,1,2014-01-09,2014-06-27,100.0,3.06,5
30919,Astapor,1,2014-01-18,2014-01-18,0.0,2.34,0
30920,Winterfell,2,2014-01-27,2014-01-27,100.0,0.95,0
30921,Winterfell,1,2014-01-06,2014-01-07,100.0,2.3,0
30922,Winterfell,8,2014-01-07,2014-06-13,87.2,2.8,5
30923,King's Landing,3,2014-01-11,2014-01-11,0.0,3.51,0
30924,Winterfell,3,2014-01-18,2014-01-19,0.0,4.7,0
30925,King's Landing,2,2014-01-20,2014-01-22,100.0,7.82,0
30926,Winterfell,0,2014-01-15,2014-06-30,50.0,1.7,5
30927,King's Landing,0,2014-01-10,2014-02-18,100.0,14.17,1
30928,Winterfell,24,2014-01-13,2014-06-28,73.3,2.73,5
30929,Winterfell,2,2014-01-18,2014-05-08,37.5,12.4,3
30930,Winterfell,1,2014-01-07,2014-04-07,50.0,5.92,2
30931,Astapor,1,2014-01-17,2014-06-29,81.8,5.02,5
30932,Astapor,0,2014-01-02,2014-02-11,100.0,0.35,1
30933,Winterfell,1,2014-01-14,2014-01-15,100.0,1.76,0
30934,Winterfell,0,2014-01-13,2014-06-21,0.0,7.25,5
30935,Astapor,0,2014-01-12,2014-03-29,100.0,20.05,2
30936,King's Landing,0,2014-01-10,2014-02-17,100.0,19.94,1
30937,Astapor,5,2014-01-03,2014-01-17,80.0,1.35,0
30938,King's Landing,0,2014-01-18,2014-07-01,66.7,1.95,5
30939,Winterfell,4,2014-01-16,2014-06-30,90.0,2.56,5
30940,King's Landing,0,2014-01-11,2014-06-13,66.7,14.96,5
30941,Astapor,1,2014-01-30,2014-05-19,63.6,4.97,3
30942,Winterfell,1,2014-01-26,2014-01-26,0.0,1.64,0
30943,King's Landing,5,2014-01-06,2014-06-25,87.5,16.7,5
30944,Astapor,2,2014-01-24,2014-01-25,100.0,1.33,0
30945,Winterfell,0,2014-01-13,2014-04-18,100.0,6.75,3
30946,Astapor,3,2014-01-31,2014-05-19,71.4,4.26,3
30947,Astapor,1,2014-01-09,2014-01-14,100.0,4.61,0
30948,Winterfell,1,2014-01-06,2014-03-08,50.0,2.44,2
30949,Winterfell,3,2014-01-09,2014-06-27,70.6,10.13,5
30950,Winterfell,0,2014-01-05,2014-06-06,100.0,7.11,4
30951,King's Landing,1,2014-01-26,2014-04-08,50.0,5.36,2
30952,Winterfell,3,2014-01-24,2014-05-28,62.5,3.77,4
30953,Astapor,4,2014-01-05,2014-06-29,59.1,1.82,5
30954,Astapor,0,2014-01-19,2014-03-14,100.0,11.21,1
30955,Astapor,3,2014-01-31,2014-02-02,66.7,3.34,0
30956,Winterfell,0,2014-01-17,2014-05-23,100.0,6.94,4
30957,Winterfell,0,2014-01-11,2014-03-06,100.0,1.62,1
30958,Astapor,1,2014-01-02,2014-01-03,100.0,1.61,0
30959,Winterfell,3,2014-01-23,2014-06-09,52.9,2.22,4
30960,Astapor,8,2014-01-31,2014-06-24,76.8,2.88,4
30961,King's Landing,8,2014-01-20,2014-07-01,88.9,5.8,5
30962,Astapor,1,2014-01-04,2014-03-31,50.0,9.52,2
30963,Winterfell,6,2014-01-05,2014-06-27,53.8,2.4,5
30964,Astapor,0,2014-01-11,2014-06-28,87.5,2.03,5
30965,King's Landing,1,2014-01-21,2014-06-18,100.0,3.2,4
30966,Winterfell,2,2014-01-11,2014-06-08,56.3,3.13,4
30967,Winterfell,5,2014-01-10,2014-02-02,40.0,2.1,0
30968,Winterfell,8,2014-01-05,2014-07-01,77.2,3.38,5
30969,Winterfell,1,2014-01-10,2014-02-18,100.0,4.75,1
30970,Winterfell,5,2014-01-19,2014-06-27,45.8,2.72,5
30971,Winterfell,3,2014-01-23,2014-06-24,51.9,4.13,4
30972,Winterfell,0,2014-01-25,2014-03-15,33.3,3.01,1
30973,Astapor,4,2014-01-18,2014-05-26,30.0,2.2,4
30974,Astapor,3,2014-01-31,2014-02-14,66.7,10.24,0
30975,Astapor,4,2014-01-07,2014-05-30,92.6,2.72,4
30976,Astapor,5,2014-01-22,2014-06-24,73.7,4.82,5
30977,Astapor,2,2014-01-16,2014-06-29,33.3,4.66,5
30978,Winterfell,0,2014-01-10,2014-06-26,100.0,15.48,5
30979,Winterfell,0,2014-01-30,2014-06-10,100.0,12.96,4
30980,Winterfell,1,2014-01-17,2014-05-17,28.6,5.68,3
30981,Winterfell,4,2014-01-09,2014-04-25,63.6,3.49,3
30982,Astapor,0,2014-01-15,2014-03-01,33.3,2.2,1
30983,King's Landing,0,2014-01-20,2014-06-09,44.4,20.85,4
30984,King's Landing,3,2014-01-27,2014-05-19,62.5,9.71,3
30985,King's Landing,0,2014-01-03,2014-05-07,100.0,10.52,4
30986,Winterfell,5,2014-01-19,2014-02-11,100.0,9.78,0
30987,King's Landing,0,2014-01-23,2014-06-03,75.0,5.11,4
30988,King's Landing,13,2014-01-21,2014-06-08,55.6,3.31,4
30989,King's Landing,2,2014-01-24,2014-06-29,43.3,1.72,5
30990,King's Landing,1,2014-01-30,2014-01-30,100.0,1.61,0
30991,Winterfell,0,2014-01-24,2014-05-25,0.0,0.01,3
30992,King's Landing,0,2014-01-24,2014-04-11,100.0,19.18,2
30993,Astapor,2,2014-01-19,2014-05-17,75.0,1.94,3
30994,Winterfell,1,2014-01-12,2014-05-25,50.0,6.53,4
30995,King's Landing,11,2014-01-18,2014-06-13,91.4,4.15,4
30996,Astapor,1,2014-01-31,2014-06-11,100.0,4.02,4
30997,Winterfell,1,2014-01-17,2014-01-24,100.0,2.36,0
30998,King's Landing,1,2014-01-24,2014-06-30,50.0,2.08,5
30999,Astapor,0,2014-01-14,2014-02-19,100.0,1.97,1
31000,Winterfell,0,2014-01-12,2014-04-10,100.0,14.01,2
31001,Astapor,0,2014-01-22,2014-04-05,0.0,1.65,2
31002,Winterfell,2,2014-01-29,2014-05-16,100.0,4.41,3
31003,King's Landing,0,2014-01-22,2014-06-27,100.0,3.11,5
31004,Astapor,1,2014-01-01,2014-01-12,0.0,3.44,0
31005,Astapor,3,2014-01-11,2014-06-15,38.5,2.65,5
31006,Winterfell,1,2014-01-26,2014-01-28,100.0,6.21,0
31007,Winterfell,2,2014-01-18,2014-01-19,0.0,6.05,0
31008,Winterfell,3,2014-01-06,2014-06-04,50.0,2.91,4
31009,Winterfell,1,2014-01-03,2014-01-03,100.0,0.77,0
31010,Astapor,1,2014-01-25,2014-01-26,0.0,12.66,0
31011,Winterfell,1,2014-01-07,2014-01-08,100.0,7.94,0
31012,Winterfell,0,2014-01-12,2014-02-14,100.0,9.27,1
31013,Astapor,0,2014-01-18,2014-03-09,0.0,13.35,1
31014,Winterfell,3,2014-01-12,2014-06-14,85.7,10.17,5
31015,Winterfell,10,2014-01-16,2014-06-27,80.5,1.82,5
31016,Astapor,1,2014-01-14,2014-01-16,100.0,20.85,0
31017,Winterfell,2,2014-01-07,2014-01-10,100.0,11.13,0
31018,Winterfell,0,2014-01-25,2014-05-31,50.0,3.09,4
31019,King's Landing,0,2014-01-19,2014-07-01,75.0,2.28,5
31020,Astapor,2,2014-01-20,2014-04-02,33.3,25.86,2
31021,Astapor,1,2014-01-25,2014-05-18,0.0,2.3,3
31022,Winterfell,0,2014-01-24,2014-06-20,100.0,0.9,4
31023,Astapor,0,2014-01-08,2014-05-25,0.0,1.72,4
31024,Winterfell,1,2014-01-29,2014-01-29,100.0,4.35,0
31025,King's Landing,2,2014-01-08,2014-01-15,100.0,14.84,0
31026,Winterfell,2,2014-01-10,2014-01-19,50.0,2.95,0
31027,Astapor,3,2014-01-18,2014-05-14,60.0,2.22,3
31028,King's Landing,1,2014-01-08,2014-01-09,100.0,14.64,0
31029,Astapor,0,2014-01-28,2014-05-01,100.0,10.95,3
31030,Astapor,1,2014-01-26,2014-01-26,0.0,13.95,0
31031,Winterfell,2,2014-01-24,2014-04-12,71.4,3.66,2
31032,Winterfell,1,2014-01-07,2014-01-08,100.0,1.64,0
31033,Winterfell,1,2014-01-19,2014-01-20,0.0,10.38,0
31034,Winterfell,0,2014-01-26,2014-06-21,33.3,11.47,4
31035,Winterfell,7,2014-01-19,2014-06-28,40.0,2.06,5
31036,Astapor,0,2014-01-21,2014-04-07,0.0,32.19,2
31037,Winterfell,0,2014-01-23,2014-05-13,100.0,1.5,3
31038,King's Landing,1,2014-01-28,2014-01-30,100.0,2.34,0
31039,King's Landing,0,2014-01-01,2014-06-09,100.0,14.48,5
31040,Winterfell,0,2014-01-19,2014-05-26,33.3,3.12,4
31041,Winterfell,0,2014-01-18,2014-03-21,100.0,2.76,2
31042,Winterfell,3,2014-01-06,2014-06-27,100.0,3.6,5
31043,Astapor,1,2014-01-20,2014-05-30,83.3,6.53,4
31044,King's Landing,3,2014-01-12,2014-03-23,50.0,2.76,2
31045,Winterfell,1,2014-01-03,2014-06-14,100.0,2.64,5
31046,Astapor,18,2014-01-31,2014-06-19,43.6,1.89,4
31047,Winterfell,54,2014-01-25,2014-06-29,83.0,2.19,5
31048,Winterfell,1,2014-01-01,2014-01-04,0.0,9.52,0
31049,Astapor,0,2014-01-17,2014-03-29,50.0,2.59,2
31050,Astapor,0,2014-01-01,2014-05-23,100.0,10.92,4
31051,Astapor,0,2014-01-17,2014-04-01,100.0,2.42,2
31052,Astapor,0,2014-01-07,2014-04-13,0.0,6.81,3
31053,Winterfell,1,2014-01-02,2014-01-03,100.0,0.0,0
31054,Winterfell,0,2014-01-05,2014-06-21,64.7,3.9,5
31055,Winterfell,1,2014-01-24,2014-03-07,100.0,1.94,1
31056,King's Landing,0,2014-01-22,2014-06-11,66.7,2.62,4
31057,Winterfell,0,2014-01-16,2014-05-22,100.0,5.01,4
31058,Winterfell,1,2014-01-07,2014-01-08,100.0,1.78,0
31059,Winterfell,1,2014-01-29,2014-01-31,100.0,1.13,0
31060,Winterfell,2,2014-01-22,2014-02-22,66.7,4.2,1
31061,Astapor,13,2014-01-20,2014-04-27,86.7,3.27,3
31062,Winterfell,1,2014-01-19,2014-01-20,0.0,0.73,0
31063,Astapor,1,2014-01-02,2014-01-02,100.0,14.55,0
31064,Astapor,2,2014-01-15,2014-01-19,0.0,1.34,0
31065,Astapor,0,2014-01-25,2014-05-08,100.0,0.84,3
31066,Winterfell,1,2014-01-14,2014-05-21,80.0,7.91,4
31067,Winterfell,1,2014-01-26,2014-01-27,100.0,1.7,0
31068,King's Landing,2,2014-01-18,2014-06-28,59.1,1.42,5
31069,Astapor,1,2014-01-08,2014-01-08,100.0,10.61,0
31070,Winterfell,1,2014-01-25,2014-03-22,0.0,8.5,1
31071,Winterfell,8,2014-01-24,2014-06-16,52.8,1.91,4
31072,Astapor,1,2014-01-16,2014-06-09,100.0,3.58,4
31073,Astapor,0,2014-01-15,2014-03-15,100.0,1.64,1
31074,Winterfell,1,2014-01-12,2014-06-23,43.8,5.55,5
31075,Winterfell,2,2014-01-10,2014-05-18,55.6,2.44,4
31076,Astapor,2,2014-01-23,2014-02-07,50.0,3.39,0
31077,Winterfell,1,2014-01-10,2014-01-10,100.0,5.22,0
31078,Winterfell,1,2014-01-11,2014-06-08,0.0,4.53,4
31079,Winterfell,1,2014-01-24,2014-06-23,100.0,9.33,4
31080,King's Landing,5,2014-01-24,2014-06-22,55.0,2.9,4
31081,Astapor,0,2014-01-16,2014-05-25,0.0,3.97,4
31082,Astapor,1,2014-01-03,2014-01-04,0.0,5.37,0
31083,Astapor,1,2014-01-21,2014-02-23,50.0,11.35,1
31084,King's Landing,0,2014-01-31,2014-06-28,0.0,12.46,4
31085,Astapor,2,2014-01-25,2014-01-26,0.0,16.87,0
31086,Winterfell,0,2014-01-09,2014-05-01,100.0,5.04,3
31087,Winterfell,1,2014-01-26,2014-01-27,100.0,17.63,0
31088,Astapor,5,2014-01-12,2014-06-14,65.0,1.84,5
31089,Winterfell,2,2014-01-20,2014-01-21,100.0,0.96,0
31090,Astapor,1,2014-01-31,2014-02-02,0.0,2.01,0
31091,King's Landing,1,2014-01-17,2014-06-29,68.8,2.62,5
31092,Winterfell,4,2014-01-04,2014-06-29,44.8,2.75,5
31093,Winterfell,4,2014-01-18,2014-06-29,31.3,3.74,5
31094,Winterfell,0,2014-01-19,2014-05-05,100.0,18.11,3
31095,Winterfell,9,2014-01-29,2014-06-29,84.4,2.92,4
31096,King's Landing,1,2014-01-24,2014-06-21,0.0,11.75,4
31097,King's Landing,3,2014-01-18,2014-06-29,53.8,4.99,5
31098,Winterfell,1,2014-01-04,2014-01-11,0.0,7.88,0
31099,Winterfell,0,2014-01-18,2014-06-27,76.9,2.81,5
31100,Astapor,2,2014-01-05,2014-06-29,33.3,3.97,5
31101,King's Landing,8,2014-01-08,2014-05-15,100.0,7.71,4
31102,Astapor,15,2014-01-21,2014-05-31,60.7,2.53,4
31103,Winterfell,5,2014-01-14,2014-06-29,57.1,5.85,5
31104,King's Landing,1,2014-01-02,2014-06-28,70.0,7.74,5
31105,King's Landing,1,2014-01-12,2014-06-18,71.4,7.37,5
31106,Winterfell,3,2014-01-17,2014-06-28,41.7,2.09,5
31107,Winterfell,8,2014-01-17,2014-05-23,46.7,4.15,4
31108,Winterfell,2,2014-01-31,2014-01-31,100.0,1.08,0
31109,Winterfell,0,2014-01-03,2014-05-28,100.0,4.12,4
31110,Winterfell,0,2014-01-30,2014-05-18,0.0,5.67,3
31111,Astapor,0,2014-01-20,2014-05-27,100.0,3.33,4
31112,Winterfell,0,2014-01-06,2014-06-29,40.0,4.39,5
31113,Astapor,1,2014-01-10,2014-01-11,100.0,1.09,0
31114,King's Landing,1,2014-01-01,2014-05-10,50.0,13.3,4
31115,Astapor,7,2014-01-25,2014-05-27,81.8,2.69,4
31116,King's Landing,2,2014-01-04,2014-02-15,100.0,3.69,1
31117,Winterfell,1,2014-01-18,2014-02-07,100.0,19.12,0
31118,Winterfell,0,2014-01-06,2014-04-27,33.3,2.77,3
31119,Astapor,2,2014-01-05,2014-01-06,100.0,2.72,0
31120,King's Landing,0,2014-01-31,2014-07-01,100.0,1.29,4
31121,Winterfell,0,2014-01-25,2014-05-23,100.0,2.38,3
31122,King's Landing,1,2014-01-26,2014-01-26,0.0,1.61,0
31123,Astapor,2,2014-01-24,2014-06-19,100.0,4.37,4
31124,Winterfell,3,2014-01-06,2014-04-29,100.0,10.81,3
31125,Astapor,10,2014-01-21,2014-04-20,38.5,2.65,2
31126,King's Landing,0,2014-01-12,2014-06-17,33.3,7.47,5
31127,Astapor,17,2014-01-09,2014-06-09,75.7,3.54,4
31128,Astapor,1,2014-01-02,2014-01-04,0.0,2.13,0
31129,Winterfell,1,2014-01-17,2014-01-18,0.0,14.03,0
31130,King's Landing,0,2014-01-31,2014-04-13,0.0,1.14,2
31131,Winterfell,4,2014-01-24,2014-06-28,66.7,3.62,5
31132,King's Landing,6,2014-01-26,2014-06-14,66.7,4.2,4
31133,King's Landing,0,2014-01-16,2014-05-23,50.0,7.94,4
31134,Astapor,0,2014-01-31,2014-05-19,0.0,2.83,3
31135,Winterfell,1,2014-01-05,2014-01-05,0.0,15.42,0
31136,Astapor,2,2014-01-14,2014-01-22,100.0,4.52,0
31137,Winterfell,0,2014-01-25,2014-06-28,0.0,3.63,5
31138,King's Landing,0,2014-01-01,2014-06-27,100.0,31.38,5
31139,Winterfell,2,2014-01-10,2014-01-11,50.0,2.75,0
31140,Winterfell,1,2014-01-15,2014-06-29,83.3,10.84,5
31141,Winterfell,2,2014-01-07,2014-06-21,66.7,5.41,5
31142,Astapor,1,2014-01-30,2014-01-30,100.0,4.33,0
31143,Astapor,0,2014-01-11,2014-06-22,13.3,2.4,5
31144,King's Landing,2,2014-01-16,2014-06-07,20.0,2.54,4
31145,King's Landing,1,2014-01-27,2014-06-29,11.1,1.57,5
31146,Winterfell,2,2014-01-19,2014-06-17,100.0,12.59,4
31147,King's Landing,0,2014-01-10,2014-06-20,100.0,2.97,5
31148,Astapor,1,2014-01-01,2014-01-02,100.0,2.23,0
31149,Winterfell,9,2014-01-25,2014-04-06,28.6,2.63,2
31150,Winterfell,0,2014-01-23,2014-04-30,100.0,0.69,3
31151,Winterfell,2,2014-01-15,2014-05-27,53.8,3.09,4
31152,Winterfell,1,2014-01-06,2014-06-05,33.3,2.46,4
31153,Winterfell,8,2014-01-18,2014-05-17,30.4,2.9,3
31154,Winterfell,1,2014-01-16,2014-05-15,100.0,2.29,3
31155,Astapor,0,2014-01-11,2014-03-05,66.7,0.79,1
31156,Winterfell,1,2014-01-17,2014-01-18,0.0,3.69,0
31157,King's Landing,24,2014-01-31,2014-07-01,63.6,2.37,4
31158,King's Landing,0,2014-01-07,2014-03-09,0.0,4.31,2
31159,Winterfell,1,2014-01-25,2014-01-25,0.0,5.02,0
31160,Winterfell,3,2014-01-10,2014-05-07,33.3,2.72,3
31161,Winterfell,0,2014-01-23,2014-06-19,100.0,1.34,4
31162,Winterfell,1,2014-01-02,2014-01-02,100.0,2.08,0
31163,Winterfell,0,2014-01-14,2014-04-22,100.0,14.1,3
31164,King's Landing,1,2014-01-11,2014-01-13,100.0,7.68,0
31165,King's Landing,1,2014-01-03,2014-06-29,40.0,2.35,5
31166,Winterfell,9,2014-01-06,2014-06-01,91.3,2.27,4
31167,Astapor,0,2014-01-29,2014-05-19,100.0,3.17,3
31168,Winterfell,0,2014-01-30,2014-05-13,100.0,13.68,3
31169,Astapor,0,2014-01-02,2014-06-18,100.0,3.84,5
31170,King's Landing,2,2014-01-31,2014-03-07,75.0,11.16,1
31171,King's Landing,7,2014-01-25,2014-06-29,60.4,2.74,5
31172,Astapor,1,2014-01-04,2014-01-18,100.0,1.96,0
31173,King's Landing,1,2014-01-07,2014-01-13,0.0,14.29,0
31174,King's Landing,1,2014-01-24,2014-05-31,0.0,3.13,4
31175,Astapor,2,2014-01-09,2014-02-28,33.3,10.9,1
31176,Astapor,0,2014-01-07,2014-02-26,100.0,5.52,1
31177,King's Landing,0,2014-01-25,2014-03-09,50.0,2.26,1
31178,Winterfell,0,2014-01-09,2014-04-20,0.0,20.9,3
31179,King's Landing,1,2014-01-17,2014-06-28,70.8,1.69,5
31180,Astapor,7,2014-01-11,2014-05-28,78.8,2.03,4
31181,Astapor,1,2014-01-03,2014-01-04,0.0,5.52,0
31182,Winterfell,0,2014-01-16,2014-06-27,50.0,4.43,5
31183,King's Landing,3,2014-01-12,2014-01-15,66.7,5.32,0
31184,Astapor,3,2014-01-31,2014-02-02,33.3,2.24,0
31185,King's Landing,1,2014-01-19,2014-06-29,62.5,4.17,5
31186,Winterfell,0,2014-01-11,2014-02-21,100.0,3.74,1
31187,Winterfell,1,2014-01-24,2014-06-22,57.1,4.48,4
31188,King's Landing,6,2014-01-03,2014-06-06,96.9,2.92,5
31189,King's Landing,2,2014-01-10,2014-06-25,83.3,1.07,5
31190,Winterfell,6,2014-01-23,2014-06-29,75.0,3.13,5
31191,Winterfell,3,2014-01-11,2014-01-24,66.7,3.6,0
31192,Winterfell,0,2014-01-30,2014-06-19,95.5,29.07,4
31193,Astapor,1,2014-01-01,2014-03-08,0.0,6.59,2
31194,Winterfell,0,2014-01-19,2014-07-01,33.3,6.59,5
31195,Astapor,2,2014-01-16,2014-06-09,71.4,3.92,4
31196,King's Landing,4,2014-01-24,2014-06-28,33.3,1.95,5
31197,King's Landing,2,2014-01-13,2014-06-22,62.5,3.1,5
31198,Astapor,5,2014-01-03,2014-05-02,66.7,2.43,3
31199,Winterfell,5,2014-01-14,2014-05-21,66.7,1.9,4
31200,Astapor,0,2014-01-11,2014-06-28,0.0,2.77,5
31201,Astapor,0,2014-01-12,2014-06-14,66.7,1.74,5
31202,Astapor,1,2014-01-27,2014-06-29,55.6,3.37,5
31203,Winterfell,7,2014-01-17,2014-06-28,98.0,5.91,5
31204,King's Landing,0,2014-01-16,2014-06-22,25.0,4.58,5
31205,Winterfell,0,2014-01-12,2014-06-30,42.9,5.62,5
31206,Winterfell,1,2014-01-01,2014-03-09,0.0,3.94,2
31207,Winterfell,2,2014-01-07,2014-01-31,100.0,13.82,0
31208,King's Landing,0,2014-01-24,2014-06-28,0.0,6.06,5
31209,King's Landing,1,2014-01-18,2014-06-29,0.0,13.1,5
31210,Winterfell,1,2014-01-06,2014-02-02,0.0,1.41,0
31211,Astapor,1,2014-01-17,2014-01-18,100.0,10.17,0
31212,Winterfell,0,2014-01-02,2014-06-29,25.0,3.48,5
31213,Astapor,2,2014-01-05,2014-01-07,50.0,6.38,0
31214,Winterfell,0,2014-01-26,2014-06-28,80.0,4.41,5
31215,Winterfell,1,2014-01-28,2014-06-09,88.9,6.1,4
31216,Astapor,7,2014-01-23,2014-06-29,59.5,2.51,5
31217,Winterfell,1,2014-01-25,2014-03-02,0.0,1.55,1
31218,King's Landing,2,2014-01-10,2014-06-28,100.0,2.48,5
31219,Winterfell,0,2014-01-03,2014-03-06,100.0,3.22,2
31220,Winterfell,0,2014-01-01,2014-04-09,100.0,0.78,3
31221,Winterfell,0,2014-01-24,2014-06-14,100.0,6.9,4
31222,Astapor,0,2014-01-20,2014-04-05,80.0,1.12,2
31223,King's Landing,3,2014-01-27,2014-06-10,100.0,42.22,4
31224,Winterfell,0,2014-01-16,2014-03-20,100.0,17.33,2
31225,Astapor,1,2014-01-11,2014-01-12,0.0,5.66,0
31226,King's Landing,0,2014-01-31,2014-03-18,100.0,2.71,1
31227,King's Landing,1,2014-01-09,2014-06-06,80.0,2.19,4
31228,King's Landing,0,2014-01-09,2014-05-27,100.0,14.23,4
31229,Astapor,0,2014-01-18,2014-04-27,0.0,4.27,3
31230,Winterfell,0,2014-01-26,2014-03-16,0.0,1.82,1
31231,Winterfell,1,2014-01-11,2014-01-12,0.0,1.61,0
31232,Winterfell,0,2014-01-25,2014-04-07,66.7,2.93,2
